# General
## Title
### Wind Power Offshore - Offshore Existing technologies; data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-02-13
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MW/MW
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2008-01-01-0000
## End date
### 2008-12-31-2300
## Temporal resolution
### 1 hour
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Zones Offshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00_OFF,BE011_OFF,BE012_OFF,BE013_OFF,BG01_OFF,CY00_OFF,DE011_OFF,DE012_OFF,DE013_OFF,DE014_OFF,DE015_OFF,DE02_OFF,DKBI_OFF,DKE1_OFF,DKKF_OFF,DKW013_OFF,DKW11_OFF,DKW12_OFF,DKW14_OFF,DKW15_OFF,DZ00_OFF,EEN1_OFF,EES1_OFF,EEW1_OFF,EG00_OFF,ES01_OFF,ES02_OFF,ES04_OFF,ES06_OFF,ES09_OFF,ES10_OFF,ES11_OFF,FI011_OFF,FI021_OFF,FI022_OFF,FI023_OFF,FR01_OFF,FR02_OFF,FR031_OFF,FR032_OFF,FR03_OFF,FR041_OFF,FR042_OFF,FR04_OFF,FR081_OFF,FR082_OFF,FR09_OFF,FR13_OFF,GG00_OFF,GR01_OFF,GR02_OFF,GR03_OFF,HR01_OFF,IE00_OFF,IL00_OFF,IS00_OFF,ITCA_OFF,ITCN_OFF,ITCS_OFF,ITN1_OFF,ITS1_OFF,ITSA_OFF,ITSI_OFF,LB00_OFF,LT00_OFF,LV00_OFF,LY01_OFF,LY02_OFF,MA01_OFF,MA02_OFF,MA04_OFF,MA05_OFF,MA06_OFF,ME00_OFF,MT00_OFF,NL011_OFF,NL012_OFF,NL013_OFF,NL031_OFF,NL032_OFF,NL033_OFF,NOM1_OFF,NON1_OFF,NOS21_OFF,NOS22_OFF,NOS3_OFF,PL04_OFF,PL05_OFF,PS00_OFF,PT01_OFF,PT02_OFF,RO03_OFF,SE01_OFF,SE02_OFF,SE03_OFF,SE04_OFF,SI00_OFF,SY00_OFF,TN01_OFF,TN02_OFF,TN04_OFF,TN06_OFF,TN07_OFF,TR01_OFF,TR02_OFF,TR03_OFF,TR04_OFF,TR06_OFF,TR07_OFF,TR10_OFF,TR11_OFF,UA02_OFF,UK011_OFF,UK012_OFF,UK02_OFF,UK031_OFF,UK032_OFF,UK041_OFF,UK042_OFF,UK043_OFF,UK051_OFF,UK052_OFF,UK053_OFF,UKNI_OFF
2008-01-01 00:00:00,,,0.0,,,,0.0378583333333333,0.0194911111111111,,,,0.658497222222222,,0.285233684210526,,,0.0956821052631579,0.690615789473684,,,,,,,,,,0.129666666666667,,,,,,0.566765432098765,,,,,,,,,,,0.109222222222222,,,,,,,,,0.728222222222222,,,,,,,,,,,,,,,,,,,,,,0.004625,,,0.0022933333333333,,0.0,,,0.466311111111111,,,,,,,0.0896,,,,0.3559670781893,0.505777777777778,,,,,,,,,,,,,,,,,0.0190766666666667,,,0.375871111111111,0.0293488888888889,0.084,0.0646388888888889,0.440835555555556,0.0750283333333333,,,
2008-01-01 01:00:00,,,0.0,,,,0.0419883333333333,0.0279438888888889,,,,0.668566666666667,,0.26634,,,0.130511578947368,0.728815789473684,,,,,,,,,,0.131111111111111,,,,,,0.568185185185185,,,,,,,,,,,0.107222222222222,,,,,,,,,0.730777777777778,,,,,,,,,,,,,,,,,,,,,,0.0038027777777777,,,0.0033444444444444,,0.0,,,0.4304,,,,,,,0.1664,,,,0.370576131687243,0.474222222222222,,,,,,,,,,,,,,,,,0.0201733333333333,,,0.37076,0.0246488888888889,0.0851,0.0711011111111111,0.423048888888889,0.112933333333333,,,
2008-01-01 02:00:00,,,0.0,,,,0.04272,0.0407422222222222,,,,0.66929,,0.284014736842105,,,0.192650526315789,0.722985263157895,,,,,,,,,,0.150888888888889,,,,,,0.581341563786008,,,,,,,,,,,0.127666666666667,,,,,,,,,0.666,,,,,,,,,,,,,,,,,,,,,,0.0066805555555555,,,0.0065933333333333,,0.0,,,0.377777777777778,,,,,,,0.189955555555556,,,,0.389094650205761,0.388777777777778,,,,,,,,,,,,,,,,,0.0188877777777778,,,0.365546666666667,0.0262155555555556,0.0942,0.07565,0.418397777777778,0.156430555555556,,,
2008-01-01 03:00:00,,,0.0002,,,,0.0528066666666667,0.0535916666666667,,,,0.656683333333333,,0.26055,,,0.272303157894737,0.643569473684211,,,,,,,,,,0.177888888888889,,,,,,0.61882304526749,,,,,,,,,,,0.173888888888889,,,,,,,,,0.591888888888889,,,,,,,,,,,,,,,,,,,,,,0.0077083333333333,,,0.0186333333333333,,0.0,,,0.348888888888889,,,,,,,0.185066666666667,,,,0.376028806584362,0.321444444444444,,,,,,,,,,,,,,,,,0.0181955555555556,,,0.349855555555556,0.03196,0.1022,0.0917688888888889,0.429722222222222,0.236133333333333,,,
2008-01-01 04:00:00,,,0.0029,,,,0.0688266666666667,0.0720783333333333,,,,0.645936666666667,,0.223778421052632,,,0.26221052631579,0.553970526315789,,,,,,,,,,0.184888888888889,,,,,,0.654884773662551,,,,,,,,,,,0.236111111111111,,,,,,,,,0.535666666666667,,,,,,,,,,,,,,,,,,,,,,0.0156222222222222,,,0.0343044444444444,,0.0027777777777777,,,0.332533333333333,,,,,,,0.236622222222222,,,,0.306584362139918,0.281555555555556,,,,,,,,,,,,,,,,,0.0197777777777778,,,0.302783333333333,0.0485666666666667,0.1078,0.11481,0.414858888888889,0.329486111111111,,,
2008-01-01 05:00:00,,,0.0141462365591398,,,,0.0932522222222222,0.107773333333333,,,,0.623021666666667,,0.191273157894737,,,0.229585263157895,0.510315789473684,,,,,,,,,,0.144666666666667,,,,,,0.670312757201646,,,,,,,,,,,0.251777777777778,,,,,,,,,0.467888888888889,,,,,,,,,,,,,,,,,,,,,,0.0456733333333333,,,0.0637355555555555,,0.0162222222222222,,,0.304533333333333,,,,,,,0.321777777777778,,,,0.235082304526749,0.270777777777778,,,,,,,,,,,,,,,,,0.0297655555555556,,,0.241425,0.0440755555555556,0.123410555555556,0.137653333333333,0.38402,0.405708333333333,,,
2008-01-01 06:00:00,,,0.0289849462365591,,,,0.11741,0.149171666666667,,,,0.567025555555555,,0.183553157894737,,,0.198847894736842,0.488055263157895,,,,,,,,,,0.104555555555556,,,,,,0.690283950617284,,,,,,,,,,,0.221,,,,,,,,,0.422444444444444,,,,,,,,,,,,,,,,,,,,,,0.0997166666666667,,,0.10922,,0.0372222222222222,,,0.274755555555556,,,,,,,0.473066666666667,,,,0.167901234567901,0.286222222222222,,,,,,,,,,,,,,,,,0.0464777777777778,,,0.173591666666667,0.0578622222222222,0.153045,0.18067,0.32396,0.550763888888889,,,
2008-01-01 07:00:00,,,0.0318537634408602,,,,0.14455,0.188603333333333,,,,0.500848333333333,,0.192593684210526,,,0.1918,0.4824,,,,,,,,,,0.0707777777777778,,,,,,0.708930041152263,,,,,,,,,,,0.203222222222222,,,,,,,,,0.426333333333333,,,,,,,,,,,,,,,,,,,,,,0.18445,,,0.138077777777778,,0.0418888888888889,,,0.244088888888889,,,,,,,0.606577777777778,,,,0.102716049382716,0.314353909465021,,,,,,,,,,,,,,,,,0.0600255555555556,,,0.138673333333333,0.06862,0.1692,0.259895,0.276427222222222,0.674764444444444,,,
2008-01-01 08:00:00,,,0.0247311827956989,,,,0.145435,0.19175,,,,0.464695,,0.199376842105263,,,0.1869,0.4918,,,,,,,,,,0.064,,,,,,0.737798353909465,,,,,,,,,,,0.252222222222222,,,,,,,,,0.441777777777778,,,,,,,,,,,,,,,,,,,,,,0.25668,,,0.146582222222222,,0.0313333333333333,,,0.2144,,,,,,,0.682133333333333,,,,0.0837530864197531,0.325481481481481,,,,,,,,,,,,,,,,,0.0804955555555556,,,0.115526666666667,0.0871066666666667,0.189242777777778,0.3363,0.2366,0.770391111111111,,,
2008-01-01 09:00:00,,,0.0219612903225806,,,,0.114558333333333,0.178296666666667,,,,0.443366666666667,,0.205844210526316,,,0.1982,0.5089,,,,,,,,,,0.0707777777777778,,,,,,0.763543209876543,,,,,,,,,,,0.417,,,,,,,,,0.506777777777778,,,,,,,,,,,,,,,,,,,,,,0.23808,,,0.15222,,0.0307777777777778,,,0.201777777777778,,,,,,,0.723288888888889,,,,0.0959012345679012,0.3099670781893,,,,,,,,,,,,,,,,,0.10235,,,0.104883333333333,0.135882222222222,0.227095555555556,0.423128333333333,0.2333,0.813069444444445,,,
