# General
## Title
### Hydropower Inflow (Reservoir); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### CMI6
## Date
### 2025-02-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### CMI6 : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### 
## Temporal extent
## Begin date
### 2049-12-27-0000
## End date
### 2050-12-19-0000
## Temporal resolution
### Invalid temporal resolution
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are CMIP6_EC-Earth3_ssp585_r1i1p1f1_Projection (available at: https://esg-dn1.nsc.liu.se/esg-search/)
#
Date,AL00,AT00,BA00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,ME00,MK00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SK00,TR00
2049-12-27,316492.19977837754,8410.949462536055,144733.10232887536,101770.76983526217,111469.59829820234,13287.461149651152,5357.1051172178295,511021.5870140991,248341.6871906712,239831.80080974416,175304.37511777974,196714.9188780845,27686.039482202315,15028.810779754742,45287.80523037336,171261.69911585414,8217.841060298219,9048.318056430116,1560.207318539917,61486.89964565658,39134.43260139186,145007.7016090205,285725.11946257175,149182.9163723693,191358.73641268056,0.0,1387.756738339907,162710.40550424252,69623.85425751758,27891.64908110004,167334.03071054933,476942.34857817815,209783.7951026628,33360.651705772056,1258.10081270213,922294.1157679145
2050-01-03,238707.72299239587,8480.618463057643,130789.11650468514,69085.66513386065,131468.7519516775,13464.680356216591,6908.292585405551,507939.0621610318,213032.7890379459,246666.1388853536,177657.3507344807,171990.90953559568,33176.871821348584,14131.56528328814,46058.513771564,174475.57282891584,8300.72062225921,10563.329615894056,1739.4077524924155,25717.225566960977,37544.2687941272,193538.05722367868,264988.2034280948,144614.93736530116,238745.738115456,83442.31764988697,1082.266227471361,164519.61540712134,66465.11037755827,26662.950166940314,151807.5592188184,440477.4059588344,197321.5216447126,34393.30767686024,1201.6305599451198,889547.7739162308
2050-01-10,225943.3700629185,8700.552944396972,146565.3302220401,63876.05624395132,66805.34154264344,15543.596498410328,8391.678500897968,541563.8337186235,184317.29158755325,242690.17569847283,178096.91376068277,195006.45586972736,33830.607203446,13275.723494366846,47152.6130152479,173972.05667901077,8461.146066232064,11076.371180945662,1819.2666061992304,53907.434963449225,38612.74939918591,142154.96156682205,208319.51171391903,146231.5426563809,484778.4888690445,4449.383303830439,851.2764362530406,222646.1031294332,62315.87631970298,25429.18574585133,132312.65249531885,445901.92120818514,211273.7463938898,34029.1875123056,1280.4283521918803,899110.6051684682
2050-01-17,200182.6517557578,9439.801166577205,137951.70050811188,61763.896064696,72724.64352233565,18489.35009652752,7191.049236562019,573346.7983773212,184591.6670609597,253947.6491839626,178096.91376068277,140653.48788105167,33857.8871253491,17554.03706689076,48943.39029602019,177707.77775368426,8616.190839766683,11221.306413453956,1774.8736474258878,36931.399200404565,36802.72339728224,135426.3796123451,169663.80617820576,130815.29989225823,720579.4044639108,0.0,1031.819776728482,220125.96905854263,57149.81784338038,22139.97380065308,119012.1209314953,439705.9718091497,230492.1611778101,35344.236456392224,1366.688933574988,893689.4792590649
2050-01-24,183261.01976940045,9418.749471076204,135914.22834886846,74411.25712446558,82854.04240243937,21771.7940246114,8855.548547802047,575779.1171542044,208161.41767458164,230908.2615318903,177719.6537489149,108275.50451002052,34412.414995550054,21441.26984768248,51724.91532197034,174320.50039402695,9093.973215933464,11361.732308322991,1473.5360512418308,23255.85972856993,34575.47056640961,241806.7363690473,181623.49025957583,125032.57386306948,798048.2816208733,141433.3918533771,1601.217950172134,200263.97073375885,62799.38426929817,26287.02326471827,128990.72652818476,440568.5258024756,233093.62286420964,35181.855510054265,1452.572241271822,1149590.5865302572
2050-01-31,179460.5279359839,4625.462892089123,132115.97630552851,66560.66353899562,88744.69621276885,22685.56097469555,8973.804130257728,555734.8192625969,205045.4866398193,198460.4211050066,160368.5495913271,82817.7498239755,36359.37915769071,21909.94678976293,52184.455875736,176594.64709157508,9585.632541731356,11412.836732160162,1400.3130696831238,16240.46828549085,30403.7012490891,234301.6153700093,212764.093981914,107886.76064034148,575392.090641752,124938.45669305151,2522.2981518778515,184689.3160069496,69004.1658271335,28280.655307376725,129514.03873842613,432856.7898891348,219734.63756337712,33988.69746630833,1514.2705956303744,1321009.7107557273
2050-02-07,196927.19884255333,4514.4773345351605,137556.175821517,71194.3817907887,81468.14716102945,23951.16846529933,8007.809893935502,547717.4885482382,186504.9591705555,206034.6323257336,138099.68356629813,94892.63515741762,36703.822232064485,22182.43812113305,52636.56514399767,180726.83620065195,9760.011207942352,11617.12823499232,1331.6059779907807,31544.22058493702,35663.97460018764,207501.0183368222,140258.87983366632,118191.62738073134,559803.2270542396,91297.99760769772,2038.5278117567927,166378.13669624674,75886.13880751896,31138.29586726003,107643.83037533952,427596.74176055775,215838.3038918288,33786.88417430962,1655.6945909628791,1446149.2529183377
2050-02-14,198355.33300353392,5397.756451516755,133788.7103877384,87651.86524539648,69623.88876821291,23522.22231453493,7678.169698935108,471831.0566810023,177304.96076687067,182342.34294906192,136838.62486891914,89090.35033403072,36876.58808051595,21712.49185590277,53825.63004246961,182946.25258692107,9669.71473204772,11537.739034878672,1267.3056346185426,26652.760404994995,36802.29836480433,147591.75275954735,129936.97854682944,105894.99814966628,463261.9025777743,27002.141523007565,1501.2408988834347,152320.3855679685,74219.49801794902,29795.079632973928,87494.98995554415,325212.4483178565,195086.4574023077,33657.24205223823,1428.6324605388209,1469765.2606823195
2050-02-21,177633.93578562705,4870.865124574759,131830.71467823457,122805.57999637202,63979.87085246183,24707.22608422686,7928.243044594416,407675.55024266953,172877.09854325975,159264.64889613586,123810.92249646182,81194.81513801767,35583.06563612852,20860.21422923137,53935.36484209613,178058.2880669726,9372.201582990054,10973.596844377922,1270.2343963083567,28528.36188239502,41561.48922422783,75252.49490424909,132838.66346772903,110053.09403976257,400120.0034473012,0.0,1331.004703542419,179057.11893580834,76285.47788530869,30479.5523178416,74724.19799174725,284537.00733065355,188081.3509280668,35247.69860666182,1440.6738086520345,1465236.4769304425
2050-02-28,173257.23919853233,12467.160860086176,130932.78447005496,92318.79816448993,84725.74093477662,21202.216962665927,8185.604964164924,347870.2852460729,186850.0519824081,182504.5953380764,116487.61971913248,67819.50207633499,33856.65475135456,20054.312660143143,54683.74936294933,179268.2930213768,9117.060865344833,9607.039928371254,1217.2229126085438,23782.46181008769,36503.18773179815,107858.54721888129,144256.72985012867,139701.86915583955,605410.001818565,41953.72060394317,1274.949843787508,184188.3493935225,73799.55616019829,30690.996270150008,81383.96517833816,595520.2804327342,211317.4652444386,33521.594799010665,1465.1007473967838,1465637.0979581105
